time(s),speed(m/s),grade
0,19.0707205483,0.000159318870489
1,18.9674927705,0.00162919749501
2,18.6850588818,0.00319863561576
3,18.3827547152,0.00504043450089
4,18.2529830486,0.00678383482802
5,18.012731382,0.00865481913313
6,17.6392747155,0.0104573712613
7,17.4174644517,0.012008961105
8,17.3368494607,0.0130507962107
9,17.2932063823,0.0140447655595
10,17.2584627712,0.0148229506867
11,17.195833049,0.01538961622
12,16.4573669381,0.0160100497172
13,16.0439280494,0.0165641108451
14,16.1953689853,0.0172090940793
15,16.3688251149,0.0180508142573
16,15.9011713828,0.0189003585114
17,14.5890902722,0.0196573141562
18,13.4636041615,0.0203222493746
19,12.1829413842,0.0212695657937
20,11.5013133289,0.0221484885166
21,10.6916333292,0.0231550765797
22,10.2333145626,0.0239680461119
23,10.2256202739,0.0251003082202
24,10.4386127738,0.0259626194941
25,10.5370383293,0.0270840764938
26,11.0869694402,0.0282962964202
27,11.8387624955,0.0292483816072
28,12.073636662,0.029843351194
29,12.330944162,0.0304038244057
30,12.5435147381,0.0307400033642
31,12.4517261063,0.0310751105303
32,11.7950502733,0.0313097683904
33,10.5413488849,0.0315534615978
34,9.58607888524,0.0317404406716
35,9.09057721873,0.0319303396693
36,8.90281360772,0.0321222820456
37,8.88505610772,0.0323167370142
38,9.22589416315,0.0325777131871
39,9.75426138518,0.0327508037961
40,10.169281385,0.0329619068258
41,10.5892011071,0.0331301115639
42,10.9134657717,0.0333420852091
43,11.1701986068,0.033529210876
44,11.4120038845,0.0336484861812
45,11.63874944,0.0336510297367
46,12.0234002732,0.033544475975
47,12.3719661064,0.0333724959955
48,12.5773641619,0.0331618997935
49,12.6964841189,0.0329366628732
50,12.7415636062,0.0326371183881
51,12.643187773,0.0324002444709
52,12.2248480509,0.0321187174597
53,11.7794322177,0.0319408587522
54,11.5538649956,0.0316456132328
55,11.5244866623,0.0312277321671
56,11.67392194,0.030647179758
57,11.8068302733,0.0296734199396
58,12.3416263842,0.0286942403756
59,12.9003205506,0.0275231872515
60,12.9626802728,0.025804836154
61,13.3805105504,0.024265724054
62,13.6538219392,0.0222426841317
63,13.698483083,0.0205944082754
64,13.717979717,0.0185559984804
65,13.8681230503,0.0165853611638
66,14.0730869391,0.014715405063
67,14.2637305501,0.0129455229903
68,14.4210211056,0.0113160127079
69,14.62305805,0.0098061563621
70,15.0263022165,0.00841531269616
71,15.6497330496,0.00708490805682
72,16.1311255494,0.00583540402241
73,16.5100477715,0.00424862041383
74,17.0487499935,0.00233675131262
75,17.5444580489,0.000443706811372
76,18.2749344375,-0.00210436063972
77,18.3422386041,-0.00473941971698
78,18.6285888818,-0.00762394041702
79,18.7392913817,-0.00973363426917
80,18.6405627707,-0.0113659124162
81,18.8236277706,-0.0124856205177
82,19.0037727705,-0.0128042123374
83,18.9488749928,-0.0128128858927
84,18.6452547151,-0.0127220840201
85,18.1397099931,-0.0126588571564
86,17.2107938823,-0.0126223445725
87,16.7910438825,-0.0126713749656
88,15.9661938828,-0.0128199816014
89,15.7315752718,-0.0129472050792
90,15.3174316608,-0.0130227077315
91,14.6496801495,-0.0129858412477
92,14.00272962,-0.0128467382342
93,13.647614717,-0.0126394824705
94,13.5757986059,-0.01243993607
95,13.0249711061,-0.0122105779514
96,12.4665844397,-0.0120858594776
97,12.4284288842,-0.0120235465676
98,11.8916722177,-0.0120388533541
99,11.2924311068,-0.0120936187227
100,11.0376336069,-0.012162139252
101,10.6554030515,-0.0122234425127
102,10.1541699961,-0.0122539700049
103,9.99944999616,-0.0122885496719
104,9.88650638512,-0.0123206238069
105,9.80446610737,-0.0123637602659
106,9.97273666284,-0.0123966434965
107,10.0965224962,-0.0124397963076
108,9.99932277394,-0.0124661768334
109,10.0376699962,-0.012492206512
110,10.4684416627,-0.0125005745353
111,11.3298311068,-0.0125116731475
112,11.7429288844,-0.0125404579068
113,12.1865919398,-0.0125999216793
114,12.3752858286,-0.0126476846253
115,12.154154162,-0.0126887743405
116,12.0105797176,-0.0127224770418
117,11.7698861066,-0.0127285659746
118,11.5373780512,-0.0126795367408
119,11.5330622178,-0.0125771360439
120,11.3711802734,-0.0124197111547
121,11.2395869401,-0.0122208127539
122,11.1290474957,-0.0120451861614
123,10.9308974958,-0.0117791852607
124,10.858346107,-0.0114934234369
125,10.6967691626,-0.0111536679698
126,10.5384847182,-0.0107372767464
127,10.3107991627,-0.0103809994941
128,10.2844991627,-0.00984355580186
129,10.403942496,-0.00937002951887
130,10.7467883292,-0.00883681656485
131,11.4384480512,-0.00804251510569
132,11.8993516621,-0.00717918129444
133,12.6229297174,-0.00624860317374
134,13.4607305504,-0.00498544174584
135,13.9896191613,-0.0039080920102
136,14.2674108279,-0.00256083473576
137,14.3967394389,-0.00120978329269
138,14.6763524944,-0.000134553597369
139,14.7461255499,0.00114659712021
140,14.8533069388,0.00228138314339
141,14.9132452721,0.00321343347246
142,14.4661119389,0.00392931218243
143,13.5239136059,0.00436380385544
144,12.4252605508,0.00468878948455
145,11.6643122178,0.00493193288394
146,10.5406644404,0.00510939181448
147,9.6275499963,0.00522993224869
148,9.14799840196,0.00529524365884
149,9.03054971876,0.00534876583985
150,9.1674772187,0.00539329532768
151,9.33514805199,0.00542844116416
152,9.17711777426,0.005429228413
153,8.84081527442,0.00540976545927
154,8.63801166338,0.00537367060927
155,8.37621749679,0.00532601178086
156,7.88628638588,0.00528895028792
157,7.58246527487,0.00523108872047
158,7.31813971942,0.00519433382927
159,6.88592860848,0.0051430655444
160,6.4670741642,0.00511198856862
161,6.26263888648,0.0050844761335
162,6.03336916435,0.00506088008608
163,5.75974944225,0.00504092233586
164,5.71389416449,0.00502405313616
165,5.4674874979,0.0050095514653
166,5.27643999797,0.00499519490215
167,5.25264527579,0.00498702151708
168,5.13925333137,0.00496711394862
169,4.87838472037,0.0049421241604
170,4.64526694265,0.00492797263782
171,4.63945083155,0.00489683115749
172,4.47598555384,0.00487991861608
173,3.58715472085,0.00484383190436
174,3.17444100455,0.00482496254614
175,3.62309694306,0.00480577456451
176,4.63856444265,0.00478642728937
177,5.19022777579,0.00474759446963
178,5.91420444221,0.00470877281492
179,6.64881860857,0.00467066858608
180,7.4593008305,0.0046351786758
181,8.16341888576,0.00460395062955
182,8.31751833018,0.00456646198771
183,8.34325583012,0.00454727224641
184,8.18185388579,0.00455494121724
185,8.32283666349,0.00457699793901
186,8.54304583008,0.00464206015209
187,8.82913277439,0.00475655415557
188,9.22703860759,0.00493145694265
189,9.63910749631,0.0051820612003
190,10.2327611072,0.00552595858259
191,10.8219866625,0.00616136470313
192,11.2939844401,0.00679948309379
193,11.8158583288,0.00789135811247
194,12.5064288841,0.009264455461
195,13.1351936061,0.0108934345928
196,13.5173422869,0.0127281212766
197,13.8071069392,0.0151913992849
198,14.126594439,0.0172181607072
199,14.2599847168,0.0196943802628
200,14.3547938834,0.021987408449
201,14.5482741611,0.0239904110736
202,14.51747055,0.0256153773568
203,14.4744427722,0.0266157615174
204,14.2577297168,0.0275189197815
205,14.1057013835,0.0281016340079
206,14.0995724946,0.0284509358932
207,14.4078763834,0.0286299635111
208,14.6317397166,0.0287622693524
209,14.7329405499,0.0287907353235
210,14.5084583278,0.028743981521
211,14.3348524945,0.0286501420576
212,14.2165913835,0.0285455282707
213,13.8306172169,0.02840785825
214,13.2677969394,0.0283012556684
215,12.9778363839,0.0282387133287
216,12.5208972175,0.0281773366983
217,12.0764455509,0.0280991749813
218,11.3523155512,0.0280028032791
219,10.4698680515,0.0278928002473
220,9.63163166297,0.0278033489846
221,8.90032860771,0.0277031431531
222,7.86633333032,0.0275974335075
223,7.15769721948,0.0274968609317
224,6.21683444209,0.027436449632
225,5.71650833116,0.0273822503203
226,5.28817694242,0.0273326025925
227,4.97789805367,0.0272883420766
228,4.78262305373,0.0272503073696
229,4.70804277596,0.027233222627
230,4.8411919426,0.0272022864329
231,5.22125249802,0.0271888591854
232,5.36944499795,0.0271686495864
233,5.30490916462,0.0271604869972
234,5.16514674608,0.0271654685598
235,4.9895897203,0.0271840249807
236,4.79994944261,0.0272170169722
237,4.62420610933,0.0272390981117
238,4.52095944271,0.0272958831861
239,4.59244888712,0.0273283665498
240,4.39307055388,0.0273975615448
241,4.44934805386,0.0274332448963
242,4.35027360945,0.0275046121564
243,4.2190786095,0.0275392028287
